source,reference,translation,z-score,avg-score,annotators
"At their peak spin rates, these maturing stars eject large amounts of stellar wind.",Korkeimmilla pyörimisnopeuksillaan nämä kypsyvät tähdet tuovat esiin suuria määriä tähtihävää.,Huippupyörimisnopeudellaan nämä aikuistuvat tähdet syöksevät suuria määriä tähtituulta.,0.15672382393339998,46.8,5
"Two of the men were rescued by a local fishing boat, while the third man, aged 60, was found exhausted and clinging to a buoy without a lifejacket.","Kaksi miestä pelastettiin paikallisella kalastusaluksella, kun taas kolmas mies, 60-vuotias, oli kadonnut ja kiinnittynyt poijuun ilman pelastusliivettä.","Paikallinen kalastusvene pelasti kaksi miehistä, ja kolmas, 60-vuotias mies löytyi uupuneena roikkumassa poijusta ilman pelastusliivejä.",0.5638444769537889,59.0,5
The head of the Commanding Officers is an Inspector in Lahti.,Hallituksen päällikkö on Lahden tarkastaja.,Päällystöesimiehenä toimii komisario Lahdessa.,-0.605016843463348,39.3333333333333,3
"Amid the Fury of the Olympics, the Zen of the Trampoline","Olympialaisten raivoissa, trampoliinin Zenissa",Trampoliinin rauhaa olympialaisvimman keskellä,-0.20525289233091296,41.5,4
"The director, Earl Phillip, ""produced a pistol, put his right index finger on the trigger, and drove the barrel into Vincent's knee cap,"" Bordini said in the complaint.","Ohjaaja Earl Phillip ""tuotti pistoolin, laittoi oikean etusormensa laukaisijalle ja ajoi tynnyrin Vincentin polvisuojukseen"", Bordini sanoi valituksessaan.","Päällikkö Earl Phillip ”otti esiin pistoolin, laittoi oikean etusormensa liipaisimelle ja työnsi piipun Vincentin polvilumpiota vasten”, Bordini sanoi kanteessa.",-0.120372186168338,39.2,5
Forward motion is not the goal.,Etenemisliike ei ole tavoite.,Tavoitteena ei ole liikkua eteenpäin.,0.880690400956278,67.1666666666667,6
"The work days can be long, from eight to ten hours, but the active work sections only last from ten minutes to a couple of hours.","Työpäivät voivat olla pitkiä, kahdeksasta kymmeneen tuntiin, mutta aktiiviset työosat kestävät vain kymmenestä minuutista muutaman tunnin.","Työpäivät voivat olla pitkiäkin, kahdeksasta kymmeneen tuntiin, mutta aktiiviset työosuudet kestävät vain kymmenestä minuutista pariin tuntiin.",1.02340571119085,75.25,4
"Those who acquire a Guardianship get the exact co-ordinates of their Greenspace, which makes it possible for example to visit the area.","Henkivakuutuksen hankkijat saavat tarkat koordinaatit Greenspace-tilinsä, mikä mahdollistaa esimerkiksi vierailun alueelle.","Hallintaoikeuden hankkinut saa lohkostaan tarkat sijaintitiedot, mikä mahdollistaa esimerkiksi vierailun lohkolla.",-0.639410349326679,31.3333333333333,3
"Within days, Pokémon Go had more users than Tinder and nearly as many as Twitter.",Päivien kuluessa Pokémon Goilla oli enemmän käyttäjiä kuin Tinder ja lähes yhtä monta kuin Twitter.,Vain päivissä Pokémon Golla oli käyttäjiä enemmän kuin Tinderillä ja lähes yhtä paljon kuin Twitterillä.,0.8774150468260041,83.6666666666667,3
"Two jockeys have reached the milestone in jump racing - champion jockey Richard Johnson and retired 20-time champion Sir Anthony McCoy, who had more than 4,300 victories in a record-breaking career.","Kaksi jockeyta on saavuttanut virstanpylväämän hyppyurheilussa - mestari jockey Richard Johnson ja eläkkeellä oleva 20-kertainen mestari Sir Anthony McCoy, jolla oli yli 4 300 voittoa ennätyksellisessä urassa.","Kaksi kilparatsastajaa ovat saavuttaneet tämän virstanpylvään estekilpailuissa - mestarijockey Richard Johnson ja eläköitynyt 20-kertainen mestari Sir Anthony McCoy, jolla oli ennätyksiä rikkovalla urallaan yli 4300 voittoa.",0.9628829520087492,86.0,3
It's been a fantastic three years back with Helen and Robin.,Se on ollut fantastinen kolme vuotta takaisin Helen ja Robin.,Kuluneet kolme vuotta Helenin ja Robin kanssa ovat olleet mahtavia.,-0.300500680723522,36.0,4
Monday’s story about Helen Skelton (on the right) is one of the most read ones on the Iltalehti website this week.,Maanantai tarina Helen Skeltonista (oikealla) on yksi tällä viikolla Iltalehden verkkosivuilla lukeneista.,Helen Skeltonista (oik.) maanantaina tehty juttu on tämän viikon luetuimpia Iltalehden verkkosivuilla.,-0.5234099096975271,30.75,4
"One last test awaited in Brazil, a contest not so much between Biles and the rest of the field but between herself and the burden of oversized expectations.","Viimeinen testi odotettiin Brasiliassa, kilpailu ei ole niin paljon Bilesin ja muun kentän välillä, vaan välillä itsensä ja ylimitoitettujen odotusten taakse.","Viimeinen koe odotti Brasiliassa, kilpailu, joka ei ollut niinkään Biles ja muiden kilpailijoiden välillä, vaan hänen ja ylisuurien odotusten taakan välillä.",0.199014993343968,53.6666666666667,3
Nothing will stop Phelps - won a historical gold in a show style,Mikään ei pysäytä Phelpsia - voitti historiallisen kultaa showstyleissä,Phelpsiä ei pysäytä mikään - historiallinen kulta tuli näytöstyyliin,-0.16172696208860998,56.0,2
"Ethiopia's new prime minister, Hailemariam Desalegn, was plucked from relative obscurity to fill Mr. Meles's shoes.",Etiopian uusi pääministeri Hailemariam Desalegn karkotti suhteellisen hämärtyneisyytensä täyttämään herra Melesin kengät.,"Etiopian uusi pääministeri, Hailemariam Desalegn, poimittiin suhteellisen tuntemattomana täyttämään Meles’n saappaat.",-1.0966649722358,29.0,1
The hearing of the Muhos foster home case continues at the Court of Appeal for both sentenced persons.,Muhosin homotyyppisen tapauksen kuuleminen jatkuu valituslautakunnassa molempien tuomittujen osalta.,Muhoksen perhekotisurman puinti jatkuu hovissa molempien tuomittujen osalta.,-0.9509413661687092,21.0,2
"""Hillary Clinton and Tim Kaine continue to set the standard for financial transparency,"" Clinton campaign aide Jennifer Palmieri said in a statement.","""Hillary Clinton ja Tim Kaine jatkavat rahoitusnäkemyksen asettamista"", Clintonin kampanja avustava Jennifer Palmieri sanoi lausunnossaan.","”Hillary Clinton ja Tim Kaine asettavat mittapuun taloudelliselle läpinäkyvyydelle”, Clintonin kampanja-avustaja Jennifer Palmieri sanoi lausunnossa.",-0.475836148636302,34.0,1
The clarification raised new questions about the Republican presidential nominee's ability to communicate clearly to the American public.,Selvennys herätti uusia kysymyksiä republikaanisen presidentin ehdokkaan kyvystä viestiä selkeästi amerikkalaiselle yleisölle.,Selvitys herätti uusia kysymyksiä republikaanien presidenttiehdokkaan kyvystä kommunikoida selkeästi amerikkalaisyleisölle.,0.333840174534487,50.0,1
"Now she's back on coffee, although that day, instead of her usual iced coffee, she went with a blended chai drink, another new addition.","Nyt hän palaa kahviin, vaikka se päivä, sen sijaan, että hän oli tavallinen jääkaappi, hän meni sekoitettu chai juoma, toinen uusi lisäys.","Nyt hän on palannut kahvin pariin, vaikkakin tuona päivänä hän tilasi tavallisen jääkahvinsa sijaan sekoitetun chai-juoman, joka on yksi uusista lisäyksistä.",-1.01758235360975,11.0,1
"Even on the television side, the viewers are divided between TV2 and Yle Fem channels.",Televisiopuolella katsojat jakautuvat myös TV2: n ja Yle Femin kanavien välillä.,Television puolellakin katsojat jakaantuvat TV2:n ja Yle Fem -kanaville.,1.29262105369591,98.0,1
Criminal Minds star Thomas Gibson sacked after hitting producer,"Criminal Mindsin tähti Thomas Gibson purettiin sen jälkeen, kun hän osui tuottajaan",Criminal Minds -tähti Thomas Gibson sai kenkää lyötyään tuottajaa,0.154978642772735,42.0,1
"An average forest owner is not able to piece it together, says Hakkarainen.","Keskimääräinen metsänomistaja ei pysty kokoamaan sitä yhteen, Hakkarainen sanoo.","Keskiverto metsänomistaja ei kykene sitä hahmottamaan, Hakkarainen sanoo.",0.4615650446761861,74.0,1
This latest protest comes just days after protesters took to the streets en masse to support suspended President Dilma Rousseff as the country's senate voted for her impeachment.,"Tämä viimeisin protestio tulee vain muutaman päivän kuluttua, kun mielenosoittajat lähtivät katuja paljolti tukemaan presidentti Dilma Rousseffia, koska maan senaatti äänesti hänen vetoomuksensa puolesta.","Tämä viimeisin mielenosoitus tapahtui vain päiviä sen jälkeen, kun mielenosoittajat lähtivät liikkeelle yhtenä joukkona tukeakseen virasta pidätettyä presidentti Dilma Rousseffia maan senaatin äänestäessä hänen virkasyytteestään.",0.630885318205847,55.0,1
"Normally only native Fijians are interested in rugby, but this game brought our multicultural community together.","Normaalisti vain native fijians ovat kiinnostuneita rugby, mutta tämä peli toi monikulttuurisen yhteisön yhdessä.","Normaalisti vain natiivit fidžiläiset ovat kiinnostuneita rugbysta, mutta tämä peli yhdisti monikulttuurisen yhteisömme.",-0.613793679080753,21.0,1
Something that would be fascinating to watch and at the same time explain the benefits of probiotics.,"Jotain, mikä olisi kiehtovaa katsella ja samalla selittää probioottien edut.","Jotain, jota olisi kiehtovaa katsoa, ja joka samalla selittäisi probioottien etuja.",1.23478852663065,76.0,1
"From the beginning of May, product-level purchase information will be saved in Sokos and Emotion chains.",Toukokuun alusta tuotetason ostotiedot tallennetaan Sokos- ja Emotion-ketjuihin.,Toukokuun alusta alkaen tuotetason ostotietoja aletaan tallettaa Sokos- ja Emotion-ketjuissa.,-0.000730931103896123,47.0,1
"According to the speculations published by The Washington Post before Clinton’s speech, Clinton was going to criticise the economic platform by Republican Donald Trump published on Monday about it “only favours millionaires like him”.","Washington Postin ennen Clintonin puheen julkaisemia spekulaatioita Clinton aikoi kritisoida maanantaina julkaistun republikaanisen Donald Trumpin talousalustaa siitä, että se ""vain suosii hänelleen miljonäärejä"".","The Washington Post -lehden ennen Clintonin puhetta julkaisemien spekulaatioiden mukaan Clinton aikoi arvostella republikaanien Donald Trumpin maanantaina julkistamaa talousohjelmaa siitä, että se ""suosii vain tämänkaltaisia miljonäärejä"".",0.602287229610313,63.5,2
"Over the last two months we have been talking with the Junior Doctors Committee and have, along with the Department of Health and others, responded positively to their concerns regarding the Guardian Role and Whistleblowing.","Viimeisten kahden kuukauden aikana olemme keskustelleet nuoren lääkäreiden komitean kanssa, ja he ovat yhdessä terveysministeriön ja muiden osastolla vastanneet myönteisesti huoleensa Guardian Rooli ja Whistleblowingista.","Viimeisen kahden kuukauden aikana olemme keskustelleet Junior Doctors Committee -komitean kanssa ja, yhdessä terveysministeriön ja muiden kanssa, vastanneet positiivisesti heidän huolenaiheisiinsa koskien valvonnan roolia (Guardian Role) ja ilmiantoja (Whistleblowing).",-0.12625520727398698,39.0,1
We could have faced a correction in any case,Olisimme mahdollisesti joutuneet korjaamaan joka tapauksessa,Korjausliike olisi voinut olla edessä joka tapauksessa,1.53422438707772,89.0,2
70 special border jaegers swore their oath in Immola,70 erityistä rajavartijaa vannotti valonsa Immolassa,70 erikoisrajajääkäriä vannoi sotilasvalan Immolassa,-1.27986036292191,12.0,2
"It was an unfortunate choice of words, we're sorry it happened.'","Se oli valitettava valinta sanoista, valitettavasti se tapahtui. ""","Kyseessä oli valitettava sanavalinta, olemme pahoillamme, että näin kävi.”",-0.439289593441502,35.0,1
"In recent years, the cover has certainly featured more ""celebrities who model"" than ""models who are celebrities.""","Viime vuosina kansi on varmasti esitellyt enemmän ""julkkikset, jotka mallivat"" kuin ""malleja, jotka ovat julkkiksia"".","Viime vuosina kannessa on todellakin ollut enemmän ”julkkiksia, jotka toimivat malleina” kuin ”malleja, jotka ovat julkkiksia”.",-0.08306687875583199,46.5,2
"The issue heated up the members of the opposition, who grilled the then Minister of Finance, Alexander Stubb (Coalition), about the election promises.","Asia kiihdytti opposition edustajia, jotka söivät valtiovarainministeri Alexander Stubbia (koalitio) vaalilupauksista.","Asia kuumensi eduskunnassa opposition edustajia, jotka hiillostivat silloista valtiovarainministeriä Alexander Stubbia (kok.) vaalilupauksista.",-0.393848879081642,29.0,1
He started at Verb in 2001 and was there until the end.,Hän aloitti Verbissä vuonna 2001 ja oli siellä loppuun asti.,"Hän aloitti Verbissä vuonna 2001, ja oli siellä loppuun asti.",1.93623649422053,100.0,1
"“Maybe this isn’t so tempting for the thieves, this doesn’t necessarily even have any hipster value”, contemplates Hirvi, who lives in Helsinki.","""Ehkä tämä ei ole niin houkutteleva varkaille, sillä ei välttämättä ole mitään hipsterin arvoa"", Hirvi pohtii Helsingissä.","""Ehkäpä tämä ei niinkään houkuttele varkaita, tässä ei välttämättä ole hipsteriarvoakaan"", helsinkiläinen Hirvi pohtii.",1.02257261435052,75.0,1
Nearly 300 employees are laid off from the department store company Stockmann.,Lähes 300 työntekijää lomautetaan Stockmannin tavaratalosta.,Lähes 300 työntekijää irtisanotaan tavarataloyhtiö Stockmannista.,1.20013666693464,75.0,1
The team event is always the best.,Joukkuetapahtuma on aina paras.,Joukkuekilpailu on aina paras.,0.277634050887422,55.0,1
"“[As the President,] I will oppose all those trade agreements that work against employees or wages”, Clinton promised.","""[Puhemiehenä] vastustan kaikkia niitä kauppasopimuksia, jotka toimivat työntekijöitä tai palkkoja vastaan"", Clinton lupasi.","""[Presidenttinä] vastustan kaikkia kauppasopimuksia, jotka toimivat työntekijöitä tai palkkoja vastaan"", Clinton lupasi.",1.53422438707772,89.0,1
"Hansford said he and his family members all have disabilities, and he's the only one who can swim.","Hansford sanoi, että hänellä ja hänen perheenjäsenillään on kaikki vammaiset, ja hän on ainoa, joka voi uida.","Hansford sanoi, että sekä hänellä että hänen perheenjäsenillään on kaikilla vammoja, ja että hän on ainoa uimataitoinen.",0.784314350582567,63.0,1
How to defend yourself from gun attacks using Krav Maga,Miten puolustat itseäsi aseesi hyökkäyksiltä käyttämällä Krav Magaa,Näin voit puolustautua aseellisilta hyökkäyksiltä Krav Magaa käyttämällä,0.228195054377829,44.0,1
"In addition to a music event, one can also call this a community of trendy young adults.",Musiikkitapahtuman lisäksi voidaan kutsua myös trendikkäiden nuorten aikuisten yhteisöksi.,Musiikkitapahtuman rinnalla voidaankin puhua trendikkäiden nuorten aikuisten yhteisöstä.,0.634701713221963,79.0,1
"Since the other studies have found out that the Greenland shark females do not reach maturity until they are over 4 metres long, the researchers calculated they are about 150 years old at that stage.","Koska muut tutkimukset ovat havainneet, että Grönlannin hain naiset eivät saavuta kypsyyttä, kunnes ne ovat yli 4 metriä pitkiä, tutkijat laskivat, että ne ovat noin 150 vuotta vanha tässä vaiheessa.","Koska aiemmissa tutkimuksissa on todettu, että jäähainaaraat saavuttavat sukukypsyyden vasta yli nelimetrisinä, tutkijat laskivat, että ne ovat siinä vaiheessa noin 150-vuotiaita.",0.594437797891801,70.0,1
"Their father, Markus Koli, helps and advises the brothers based on his own experience.",Heidän isänsä Markus Koli auttaa ja neuvoo veljiä omasta kokemuksestaan.,Heidän isänsä Markus Koli auttaa ja neuvoo veljeksiä oman kokemuksensa myötä.,1.86314338383093,98.0,1
"This model would have an effect on about 10 per cent of forest owners, he says.","Tämä malli vaikuttaa noin 10 prosenttiin metsänomistajista, hän sanoo.","Mallilla olisi vaikutusta noin 10 prosenttiin metsäomistajakunnasta, hän sanoo.",1.49767783188292,88.0,1
"Purchasing power secured, will not grow","Ostovoima varmistetaan, ei kasva","Ostovoima turvataan, se ei kasva",0.4743742864285101,60.0,1
"""The Pleiades star cluster provides an anchor for theoretical models of stellar rotation going both directions, younger and older,"" said Rebull.","""Pleiades-tähtipurkki tarjoaa ankkurin teoreettisille malleille, jotka ovat tähtien pyörimistä, jotka kulkevat molempiin suuntiin nuorempina ja vanhempina"", sanoi Rebull.","”Plejadien tähtijoukko tarjoaa ankkurin tähtien pyörimisen teoreettisiin malleihin, jotka käsittävät molemmat suunnat, nuoremmat ja vanhemmat”, Rebull sanoi.",0.9117203828952052,87.0,1
"That, on its turn, has been shown to trigger biological changes that may lead to an early death.","Se on puolestaan näyttänyt aiheuttavan biologisia muutoksia, jotka voivat johtaa varhaiseen kuolemaan.","Sen on taas todettu laukaisevan biologisia mekanismeja, jotka saattavat aikaistaa kuolemaa.",0.980975050313518,89.0,2
"""The time is right for us to move to the bank of brands, because underneath (we've been asking) how do we focus on making this a better bank for customers?"" said the chief executive.","""Nyt on oikea aika siirtyä brändien pankkiin, sillä alla (olemme kysyneet), miten keskitymme tekemään tästä paremman asiakkaan pankin?"" Sanoi toimitusjohtaja.","”Meidän on nyt aika siirtyä brändien pankin suuntaan, koska pohjimmiltaan (olemme kyselleet) kyse on siitä, miten voimme keskittyä tekemään tästä asiakkaille paremman pankin”, toimitusjohtaja sanoi.",0.87709304918605,86.0,1
"We've been losing out on so many world titles, so to win the Olympics again is just amazing.","Olemme menettäneet niin monta maailmanmestaruusottelua, joten voittaaksemme olympialaiset uudelleen on vain mahtavaa.","Olemme hävinneet niin monta maailmanmestaruutta, joten olympialaisten voittaminen jälleen on yksinkertaisesti upeaa.",1.08485705144098,92.0,1
"They had freed over 2,000 civilian hostages who had been held by the militants, Sharfan Darwish of the SDF allied Manbij Military Council told Reuters.","Heillä oli vapautettu yli 2 000 siviili-panttivankia, jotka olivat militanttien hallussa, SDF: n sidosryhmän Sharban Darwishin jäsen Manbijin sotilasneuvosto kertoi Reutersille.","Joukot olivat vapauttaneet yli 2000 siivilipanttivankia, joita taistelijat pitivät vankeina, Sharfan Darwish SDF:n liittolaisjoukosta, Manbij’n sotilasneuvostosta, kertoi Reutersille.",0.392310377257875,72.0,1
"Piia Koriseva, Lotta Backlund, and Mikael Saarinen all participated in ‘Tehdään se nyt’ (let’s do it now) project.","Piia Koriseva, Lotta Backlund ja Mikael Saarinen osallistuivat kaikkiin ""Tehdään se nyt"" projektiin.","Piia Koriseva, Lotta Backlund ja Mikael Saarinen olivat mukana Tehdään se nyt -projektissa.",0.669329046931119,80.0,2
It's really important not to get carried away.,"On todella tärkeää, ettet saa kuljettaa pois.",On todella tärkeää pitää kontrolli.,-1.4948793098910902,17.5,2
"He says the tax deduction has a positive impact on purchase power and employment, if there are no other things that add to people’s uncertainty.","Hän sanoo, että verovähennyksellä on positiivinen vaikutus ostovoimaan ja työllisyyteen, ellei ole muita asioita, jotka lisäävät ihmisten epävarmuutta.","Hän sanoo, että veronalennus vaikuttaa myönteisesti ostovoimaan ja työllisyyteen, jos muut asiat eivät lisää ihmisten epävarmuutta.",2.11820477948319,97.0,1
"In addition, the athletics is only just beginning, as well as other sports that interest Finns: sailing and riding.","Lisäksi yleisurheilu on vasta alussa, samoin kuin muitakin urheilulajeja, jotka kiinnostavat suomalaisia: purjehdus ja ratsastus.","Lisäksi yleisurheilu on vasta alkamassa, samoin kuin muut suomalaisia kiinnostavat lajit: purjehdus ja ratsastus.",0.0976102584029532,32.0,1
"And as a generator that wouldn't be good for us,"" he said.","Ja generaattorina, joka ei olisi hyväksi meille "", hän sanoi.","Meille sähköntuottajana tämä ei olisi hyvä asia”, hän sanoi.",0.0806643738754774,63.0,1
The weather service said in a statement that an additional 3 to 5 inches could fall over the area.,"Sääpalvelu sanoi lausunnossa, että vielä 3 - 5 tuumaa voisi kaatua alueen yli.","Sääpalvelu sanoi lausunnossa, että alueelle odotetaan vielä kolmesta viiteen senttiä lisää sadetta.",-0.580082549205062,34.0,1
"But for observers who have experienced racism, the lens reminded them of hurtful stereotypes in action.","Mutta tarkkailijoille, jotka ovat kokeneet rasismia, linssit muistuttivat heitä vahingoittavien stereotypioiden toiminnasta.",Mutta rasismia kokeneille tarkkailijoille linssi oli muistutus loukkaavista stereotyypeistä toiminnassa.,1.94878072709754,91.0,1
"Details on how Gibson's character will be written out of the show, which follows a team of FBI agents, is expected to come at a later date, according to the ABC Studios and CBS Television Studios statement.","Yksityiskohdat siitä, miten Gibsonin hahmo kirjoitetaan näytöstä, joka seuraa FBI: n agenttien joukkoa, odotetaan tulevan myöhemmin ABC Studiosin ja CBS Television Studiosin lausunnon mukaan.","ABC Studiosin ja CBS Television Studiosin lausunnon mukaan yksityiskohtia siitä, miten Gibsonin hahmo poistetaan FBI-agenttien tiimistä kertovasta sarjasta, on odotettavissa myöhemmin.",0.20293101552618,58.0,1
Twitter users did not hold back when the heard how insensitive Byron Macdonlad was being,"Twitterin käyttäjät eivät pidä kiinni, kun kuulivat, kuinka helteistä Byron Macdonladia oli","Twitterin käyttäjät eivät pidätelleet itseään kuullessaan, kuinka piittaamaton Byron MacDonald oli.",-0.90665932550113,13.0,1
The company does not know who is playing Pokémon Go - it just sees raw data on exercise levels.,"Yhtiö ei tiedä, ketkä pelaavat Pokémon Goia - se vain näkee raaka-arvot liikuntatasosta.","Yhtiö ei tiedä, kuka pelaa Pokémon Gota, se näkee vain harjoittelutasotiedot.",0.740709935613488,58.0,2
"After Verb closed, she said, she gave up drinking coffee for a while.","Kun Verb suljettiin, hän sanoi, että hän luopui kahvista kauan.","Hän sanoo, että Verbin sulkeuduttua hän luopui hetkeksi kahvinjuonnista.",-0.841301700584306,24.0,1
"Greenland shark is the longest-living vertebrate in the world, does not reproduce until its 156 years old","Grönlannin hain on maailman pisimpään elävä selkäranka, eikä se toistu vasta 156-vuotiaaseen","Jäähai on maailman pitkäikäisin selkärankainen, lisääntyy vasta 156-vuotiaana",0.255094955259707,54.0,1
"The grandparents say Brown suffered multiple gunshot wounds, including in his groin, leg, arm and abdomen, but was awake when he was transported to the hospital.","Isovanhemmat sanovat, että Brown sai useita ampumahöyryjä, mukaan lukien hänen nivusiin, jalkaansa, käsiinsä ja vatsaansa, mutta hän oli hereillä, kun hänet kuljetettiin sairaalaan.","Isovanhemmat sanovat, että Brown sai useita ampumahaavoja muun muassa nivusiin, jalkaan, käteen ja vatsaan, mutta hän oli tajuissaan, kun hänet siirrettiin sairaalaan.",-0.24678523808447606,35.0,1
Biles also has two team championships in the U.S. team.,Bilesilla on myös kaksi joukkueenmestaruutta USA: n joukkueessa.,Yhdysvaltain joukkueessa Bilesillä on saavuttanut kaksi joukkuekilpailun maailmanmestaruutta.,1.5310327163702395,94.0,1
"Phelps’ winning time was 1.54,66.","Phelpsin voittoaika oli 1,54,66.","Phelpsin voittoaika oli 1.54,66.",1.02257261435052,75.0,1
"And over in the pool, South African swimmer Cameron van der Burgh has been getting compared to Glee star Matthew Morrison for years now.",Ja uima-altaassa eteläafrikkalainen uimari Cameron van der Burgh on parhaillaan verrannut Glee-tähtiä Matthew Morrisonia jo vuosia.,Ja altaassa etelä-afrikkalaista uimari Cameron van der Burghia on jo vuosien ajan verrattu Glee-tähti Matthew Morrisoniin.,-0.4307526500680179,26.0,1
"According to the Bangkok Post, the bombs exploded in front of two different police stations.",Bangkok Postin mukaan pommit räjähtivät kahden eri poliisiaseman edessä.,Bangkok Postin mukaan pommit räjähtivät kahden eri poliisiaseman edessä.,1.93623649422053,100.0,2
"The 19-year-old American gymnast soared to the all-around title on Thursday, putting the gap between herself and the rest of the world on full display under the Olympic spotlight.","19-vuotias amerikkalainen voimistelija nousi torstaina kaikkien aikojen puolelle, asettaen eron itsensä ja muun maailman välillä täydellä näytöllä olympiavalokuvavalion alla.",19-vuotias amerikkalainen voimistelija saavutti moniottelun mestaruuden torstaina jättäen itsensä ja loppumaailman välisen kuilun esille olympialaisten valokeilaan.,-0.3296499278571,38.0,1
"One of the places that had been under threat from demolition was the camp's Jungle Book Kids"" Cafe which is run not-for-profit and provides 200 meals a day, English and French classes, and asylum advice for the hundreds of vulnerable unaccompanied minors in the camp.","Eräs paikoista, jotka olivat olleet räjähdysvaarassa, oli leirin Jungle Book Kids ""Cafe, joka on voittoa tavoittelematon ja tarjoaa 200 ateriaa päivässä, englantilaiset ja ranskalaiset luokat sekä turvapaikan neuvot satoille haavoittuville ilman huoltajaa oleville alaikäisille leirissä.","Yksi purku-uhan alla olleista paikoista oli leirin Jungle Book Kids’ Cafe, jonka toiminta on voittoa tavoittelematonta ja joka tarjoaa 200 ateriaa päivittäin, englannin ja ranskan tunteja sekä turvapaikkaneuvoja leirin sadoille haavoittuvaisille, yksinäisille alaikäisille.",0.328188065649308,56.0,1
