source,reference,translation,z-score,avg-score,annotators
"Lastimosa navíc při havárii utrží smrtelné rány, a Cooper proto dostane za úkol zprovoznit kapitánova titána.","In addition, Lastimosa suffers fatal wounds in the crash, and Cooper is tasked with putting Captain's titanium into operation.","What is more, Lastimosa is fatally wounded in the crash and Cooper, therefore, has to revive the captain's Titan.",0.317794085295198,81.5,2
"My spolu přitom chodíme na procházky a na nákup a všichni si myslí, jaké máme šťastné manželství.","We all go for walks and shopping, and everyone thinks we have a happy marriage.","We keep going together for walks and shopping, and everyone thinks we have a happy marriage.",0.785078911485459,98.0,2
"Hermannová: Jelikož byl postup ze skupiny náš cíl, tak je to na jednu stranu v pořádku, dobré.","Hermann: Since the group's progress was our goal, it's okay for one thing, good.","As our goal was to advance from the group, we can say",-1.42853789547622,26.5,2
Společnost Wood Group v letošním roce snížila sazby a vyplatila svým dodavatelům v Severním moři asi o 9 procent méně kvůli negativnímu tržnímu tlaku.,Wood Group cut rates this year and paid off to its suppliers in the North Sea about 9 percent less due to negative market pressure.,Wood Group this year cut rates paid to its North Sea contractors by about 9 percent because of negative market pressures.,0.950892015699035,100.0,2
"Za jízdu na Anděl, která má 2,5 kilometru, si účtují třeba i šest set korun.","For a 2.5-kilometer trip to Andel, they even charge six hundred crowns.",They charge up to 600 crowns for a 2.5 kilometre ride to Anděl.,0.7326568266114108,91.6666666666667,3
"Jeho snoubenka i matka opět jásaly v hledišti, syn Boomer tentokrát poklidně spal se sluchátky na uších.","His fiancé and mother cheered again in the auditorium, and Boomer's son slept with earbuds this time.","His mother together with his fiancée cheered him on, while his son Boomer slept peacefully sporting a pair of ear defenders.",-0.6014205663169979,45.5,2
Její pozice ve světě módy bude vždy obtížná kvůli její účasti v reality show.,Her position in the fashion world will always be difficult due to her participation in the reality show.,"With her reality television history, Jenner's position within the fashion world was always going to be fraught.",0.6557070401583299,96.3333333333333,3
"Vím, že mám nějaké problémy s krví, že se musím víc hlídat, když někam poletím.","I know I have some blood problems, I have to watch more when I'm flying.","I know now that I have some problems with my blood, and I will have to watch it when I fly somewhere in the future.",-0.349534899499825,46.8,5
"Jak velvyslanec uvedl, od doby, kdy byly zrušeny mezinárodní sankce proti Íránu, došlo k nárůstu zájmu ze strany ruských firem, které v zemi obchodují.","As the Ambassador said, since international sanctions against Iran have been lifted, there has been an increase in interest from Russian companies that trade in the country.","Since international sanctions against Iran were lifted, there has been a surge in interest from Russian firms in doing business in the country, the ambassador said.",0.0005052791969913192,77.6666666666667,3
Spisovatelé ukázali jinou Malou Stranu.,Writers showed another Malá Strana.,Writers showed us a different Malá Strana.,0.689013441193451,96.0,3
Od publikování posledních dílů seriálů uběhlo už několik měsíců.,Since the release of the last parts of the series has gone on for several months.,It has been several months since you have released the final episodes of your show.,-0.209542220648432,79.3333333333333,3
"Bratr oběti ale říká, že ho nenapadá, kdo by mu chtěl ublížit, a dodává: „Konečně se mu začalo dařit.“","But the victim's brother says he does not think who wants to hurt him, and adds, ""He's finally succeeded.""","But the victim's brother says he can't think of anyone who would want to hurt him, saying, ""Things were finally going well for him.""",-0.0304352676392888,84.2,5
To je k ničemu.,That's useless.,That is useless.,0.606374575802491,97.0,2
"Průvod, kterého v minulých letech účastnily tisíce lidí, letos uctí minutou ticha památku obětí červnového útoku v nočním klubu v Orlandu, kde útočník zastřelil 49 lidí, převážně homosexuálů.","The parade, which has been attended by thousands of people in recent years, this year will honor the minute's silence of the victims of a June nightclub attack in Orlando, where the attacker shot 49 people, mostly gay.","Over the past few years, thousands of people took part in the parade, which will hold one-minute silence this year in honour of the victims of the June attack at the nightclub in Orlando, where an attacker shot and killed 49 people, mostly gay men.",0.7713544849834479,98.6666666666667,3
"Pobočka WWL stanice CBS oznámila, že podle stařešiny z Tangipahoa bylo zaplaveno 200 domovů.",The CBS Branch WWL Branch reported that 200 homes were flooded under the age of Tangipaho.,CBS affiliate WWL reports that an alderwoman in Tangipahoa said 200 homes flooded.,-0.491731071123165,66.3333333333333,3
Kdo přišel s nápadem a jak dlouho trvalo službu spustit?,Who came up with the idea and how long did it take the service to run?,Whose idea was it and how long did it take to launch the service?,0.0927608059229183,84.3333333333333,3
Selhání ve vedení Centcomu sahá až na vrchol organizace.,Crash in Centcom leads to the top of the organization.,The leadership failures at Centcom reach to the very top of the organization.,-0.511765522987206,64.3333333333333,3
"Tohle jen nejblíž, kdy se olympiáda a zen přiblíží.",This is the closest when the Olympics and the Zen approach.,It is as close to Zen as Olympic competition gets.,-1.43332915051252,34.3333333333333,3
Zapomeň na vzrušení.,Forget the excitement.,Forget the hype.,0.111094387377553,84.0,2
Úsilí BMA o vyřešení sporů prostřednictvím vyjednávání se setkaly s neochotou zapojit dr a často s ohlušujícím tichem ze strany vlády.,"BMA's efforts to resolve disputes through negotiation have met reluctance to engage with dr, and often with deafening silence from the government.","Efforts by the BMA to resolve the dispute through talks have been met with an unwillingness to engage and, at times, deafening silence from the government.",-0.366080028619148,73.6666666666667,3
Ovšem Fidži by ve své formě porazilo i 15členný tým v plném zdraví.,"Fiji, however, would defeat the 15-member team in full health.","But, regardless, Fiji on this form would have beaten a fit as a fiddle 15-man team.",-0.188239221799869,74.3333333333333,3
"Zároveň narůstá tlak na hranici s Eritreou. Konflikt podél této nepřesně vyznačené, sporné hranici si v červnu vyžádal stovky životů.","At the same time, the pressure on the border with Eritrea is rising. The conflict along this inaccurately marked controversy has claimed hundreds of lives in June.","At the same time, tensions are rising along the border with Eritrea; a battle along that jagged, disputed line claimed hundreds of lives in June.",0.106424912246649,78.0,3
"Ale zatímco podle mých zjištění se zdá, že výsledky YouGov jsou přesné - tedy alespoň v obchodech s gramofonovými deskami, nezohledňují velké množství sběratelek a milovníků vinylu, kteří existují ve skutečnosti, v obchodech s gramofonovými deskami a na online fórech.","But while, according to my findings, the results of YouGov seem to be accurate - at least in record stores, they do not take into account the large number of collectors and vinyl lovers who actually exist in record stores and online forums.","But while my findings suggest YouGov's results are accurate, in Soho record stores at least, they do not discount the huge number of female collectors and vinyl lovers that exist in reality, in record shops and on online forums.",-0.48196381121434,71.3333333333333,3
"Tou dobou jsem přece balík už šest hodin potřeboval a čekal jsem doma, protože to bylo důležité.",At that time I needed the package for six hours and I waited home because it was important.,when you needed the parcel six hours ago and waited at home because it was important.,0.436396851377649,93.75,4
Ve městě Banff záhadně přistály v zahradě ryby,"In Banff, mysteriously landed in the garden of fish",Mystery as fish land in Banff garden,-1.4225614737153405,35.0,3
"Reid řekl, že republikání, kteří blokují Garlandovo jmenování, jsou „přisluhovači“ a „poskokové“ republikánského kandidáta na prezidentský úřad Donalda Trumpa.","Reid said the republics blocking Garland's appointment are ""minions"" and ""hopping"" Republican presidential candidate Donald Trump.","Reid said Republicans who are blocking Garland's nomination are ""minions"" and ""enablers"" of Republican presidential candidate Donald Trump.",-0.0692989292063739,56.0,2
"Třeba kvůli tomu, že jste muslimka?",Maybe because of being a Muslim?,Maybe because you are a Muslim?,0.41520348307412497,88.0,2
Moji rodiče jsou původem z Alžírska.,My parents are from Algeria.,My parents are originally from Algeria.,1.01540807293541,99.3333333333333,3
"Snesli byste modré z nebe, jen abyste dostali své dítě z nebezpečné oblasti, řekl Tasnim Akunjee, právník rodiny.","You would bring blue from the sky just to get your child out of a dangerous area, said Tasni Akunjee, a family lawyer.","You would do anything to get your child out of the danger zone, said Tasnim Akunjee, the family lawyer.",0.531269835025549,82.0,2
"2letá Harmonie-Rose Ivy Allenová, jež od 11 měsíců žije bez rukou a nohou dostala novou kamarádku.","2-year-old Harmony-Rose, Ivy Allen, who has lived without hands for 11 months and has a new friend with her legs.","Two-year-old Harmonie-Rose Ivy Allen, who lost all her limbs when she was 11 months old has a new friend.",-0.277148826302846,60.5,2
"„Miluji Myšlenky zločince a během posledních dvanácti let jsem do nich dával srdce i duši,“ uvedl Gibson ve svém prohlášení, které vydal v pátek.","""I love the Thoughts of the Criminals, and over the last twelve years I've been giving them heart and soul,"" Gibson said in a statement he issued Friday.","""I love Criminal Minds and have put my heart and soul into it for the last twelve years,"" Gibson said in a statement released on Friday.",0.116592964557107,68.5,2
"Jiní pozorovatelé sdílí její názor - stížnost, kterou Snapchat nechal ve značné míře bez odpovědi.",Other observers share her opinion - a complaint that Snapchat left largely unanswered.,"Other observers share her view, a complaint that Snapchat has left largely unanswered.",1.11186130133407,100.0,2
"Bronz získal Číňan Wang Šun, bronzový medailista v této disciplíně z loňského mistrovství světa.","Bronze was won by Chinese Wang Shun, a bronze medalist in this discipline from last year's World Cup.","China's Wang Shun won the bronze, having won bronze in this event at last year's World Championships.",0.287164439953374,74.5,2
"Nejspíš bych požádal kameru, aby na chvíli přestala natáčet. Já se postavím do blízkosti různých mužů v těchto obchodech a pokusím se vypozorovat, jaký je jejich věk a emocionální rozpoložení.","I would probably ask the camera to stop shooting for a while, and I'll stand close to the different men in these stores and try to see what their age and emotional stories are.","I'd probably ask the camera to stop rolling for the next bit, in which I stand very close to various men in some of these stores and attempt to gauge their age and emotional disposition via observation.",1.01762996563289,99.5,2
"Možná je to tím, že nemluvím česky, takže nedokážu zachytit nějaké negativní reakce nebo nadávky, ale mám pocit, že jsou tady lidé svobodnější.","Maybe it's because I do not speak Czech, so I can not capture any negative reactions or swearing, but I feel that people are freer here.","Maybe it is because I do not speak Czech, so I cannot catch some of the negative reactions or insults, but I feel that people have more freedom here.",0.78762757806594,94.5,2
"Sir Eric přednesl 50 doporučení, jak systém vyčistit, včetně toho, aby bylo politickým aktivistům zakázáno manipulovat s korespondenčním hlasy a zabránit tak „vytěžování hlasů.“","Sir Eric made 50 recommendations on how to clean up the system, including allowing political activists to manipulate correspondence voices and prevent ""voices"".","Sir Eric made 50 recommendations to clean up the system, including banning political activists from handling postal ballot papers to stop ""vote harvesting.""",-1.86873474914717,1.5,2
"Vyplývá to z odhadu, který podle stavu k 15. červenci zveřejnil Český statistický úřad.","This results from an estimation, which according to the state as of 15 July was published by the Czech Statistical Office.","This follows from the estimate as at 15 July, released by the Czech Statistical Office.",0.215664845522029,74.5,2
"Aspirující šampioni skáčí na obrovské trampolíně, která je vystřelí do výšky až téměř 10 metrů a předvádějí sestavy s několika prvky (salta, vruty a kombinace), než konečně opět přistanou na nohách.","Aspirational champions jump on a huge trampoline that flies them up to almost 10 meters in height and shows sets with several elements (salta, screws and combinations) before finally landing on their feet again.","Aspiring champions jump on a giant trampoline, shooting up to nearly 30 feet in the air, and are called upon to perform a series of tumbling moves (twists, pikes and somersaults) before eventually landing on their feet.",0.5778482430710239,84.5,2
Proč jste si vybrala zrovna Českou republiku?,Why did you choose the Czech Republic?,Why did you choose the Czech Republic?,1.01096428754045,99.0,1
"Ne, doopravdy si myslím, že nakonec dostanou podmínku a bude jim to jedno.","No, I really do think they will eventually get a condition and they will not care.","No, I think that in the end, they will get a suspended sentence and they will not care.",-0.91229993890642,39.5,2
Depresivní jídlo z doby krize - ve „Square Meal“,"Depressed food from the crisis - in ""Square Meal""","The Depressing Food of the Depression, in ""A Square Meal""",0.77421151117525,96.6666666666667,3
Tolerantní město.,Tolerant city.,A tolerant city.,0.907353439600697,95.6666666666667,3
Poptávaní jsou také IT projektoví manažeři.,Demands are also IT project managers.,IT project managers are also in demand.,-0.15563407603323,67.25,4
"Putin přitom naznačil, že Ivanova propouští na jeho vlastní žádost.",Putin indicated that Ivanova was dismissed at his own request.,Putin signalled that he has relieved Ivanov from his duties at his own request.,0.44882271670961,90.25,4
"Konec konců, k tomuto setkání došlo pouze proto, že Putinovi se dostalo omluvy, kterou od prezidenta Erdogana žádal.","After all, this meeting only occurred because Putin received the apology that he had asked for President Erdogan.","After all, this meeting only happened because Mr Putin got the apology he demanded from President Erdogan.",0.436156870460139,95.0,3
"Snapchat není jedinou společností, která tyto kulturní meze překročila.",Snapchat is not the only company that has exceeded these cultural limits.,Snapchat is not the only company to cross these cultural tripwires.,0.346034194985512,82.5,4
"V Japonsku jde o jeden z nejdůležitějších druhů mořských řas, z něhož se vyrábí nasekáním, lisováním a sušením takzvané listy nori − tedy pláty určené právě k výrobě sushi.","In Japan, it is one of the most important types of seaweed, which is produced by chopping, pressing and drying the so-called nori leaves - namely, slides intended for the production of sushi.","In Japan, it is one of the most important species of seaweed, which is cut, pressed and dried to prepare nori leaves, which in turn are used to prepare sushi.",0.229197817057394,85.4285714285714,7
"Skoky na trampolíně mají ale ještě další smůluo, částečně proto, že uchu nezasvěceného se bude spíš zdát, že se víc hodí na klaunskou univerzitu, než na olympiádu.","Trampoline jumps have another bad luck, partly because the uninitiated ear will seem to be more suited to Clown University than to the Olympics.","But there is an underdog charm to trampoline, in part because it sounds, to the unenlightened ear, fitter for clown college than the Olympics.",0.13762037623344298,74.5,4
"To proto, že úřad musí přesně určit, kde nelegální billboard stojí.",This is because the office must accurately determine where the illegal billboard stands.,This is because the authority is required to specify the location of the illegal billboard.,0.430053311343515,90.57142857142858,7
"Můžete si ho připravit i doma, ale pravý růžový gari zázvor má jedinečnou pikantní ostrou a zároveň lahodnou chuť díky tajné receptuře, podle níž se míchá z několika druhů octa a zázvoru.","You can prepare it at home, but the real pink gari ginger has a unique spicy sharp and delicious flavor thanks to a secret recipe that blends with several varieties of vinegar and ginger.","You can make it at home, but the genuine pink gari ginger has unique spicy and delicious taste thanks to a secret recipe, which is used to make it from various types of vinegar and ginger.",0.552420291787349,90.5,4
Od ledna do července nechal dopravce sešrotovat 110 těchto vozů.,"From January to July, the carrier scrapped 110 of these cars.","From January to July, the operator has had 110 of these carriages scrapped.",0.248433779591957,79.5,4
Upravovat tak budete podobu bojiště.,This will make you look like a battlefield.,and thus change the look of the battlefield.,-0.7770719233084549,51.0,4
"Znají tedy telefonní číslo, nikoli však informace o vlastníkovi.","They know the phone number, but not the owner information.","they know the telephone number, but not the owner information.",0.965146602892712,99.0,4
"Tedy nejen na turisty, ale také na osoby s dlouhodobými vízy, které v Thajsku například pracují či tam uzavřely manželství.","Not only for tourists, but also for long-term visa holders working in Thailand for example or marrying there.",This does not only include tourists but also individuals with long-term visas who e.g. work in Thailand or who got married there.,0.4472465531931961,89.6666666666667,3
"Vysokoškolské vzdělání znamená dobrý základ a je celkovým ukazatelem inteligence a vzdělatelnosti kandidáta, ale nemá často moc společného se znalostí vývoje.","Higher education is a good basis and is an overall indicator of the candidate's intelligence and educability, but it does not often have much to do with knowledge of development.","Higher education is a good foundation and overall indicator of intelligence and education of the candidate, but it does not tend to have much in common with the knowledge of development.",0.598041137161303,89.5,4
"Když odhlédneme od absurdity takto položené otázky: Německá společnost prošla hlubokou sebereflexí, kdežto ruská nikoliv.","If we ignore the absurdity of this question: German society has gone through a profound self-reflection, while Russian does not.","the German society has gone through a period of profound self-reflection, but the Russian society did not.",-0.174677697451166,68.25,4
"Není to jednoduché a nejde to rychle, přiblížila svou práci restaurátorka Vanesa Trostová z Oldřichova v Hájích.","It is not easy and it is not fast, the restorant Vanesa Trost from Oldřichov in Hájech drew closer to her work.","It is not easy and it is not fast, said the restorer Vanesa Trostová from Oldřichov v Hájích.",-1.12075638691402,43.75,4
"Když se chtěl spojit s rodinou, vždy nám uvařil jídlo, udělal nám večeři,“ řekl Louis Galicia.","When he wanted to get in touch with his family, he always cooked food, made us dinner, ""said Louis Galicia.","His way of connecting with the family was always making us a dish, making us dinner,"" Louis Galicia said.",0.571775995925198,94.25,4
Ale namísto odhalených známých osobností se snaží pro svůj kalendář 2017 NU Muses najít další generaci top modelek.,"But instead of revealed celebrities, they are trying to find the next generation of top models for their calendar.","But instead of famous naked people, they're setting out to find the next generation of top models for their 2017 NU Muses calendar.",0.0990752815645355,73.0,2
"Prodával se burákový, játrový a fazolový karbanátek.","The peanut, liver and bean meatballs were sold.","There was peanut loaf, liver loaf, bean loaf.",-2.25433763418706,32.0,2
"Pouhých osm týdnů předtím, než první skupina lékařů přejde pod novou smlouvu, je nutné dosáhnout pokroku a dochází čas.","Only eight weeks before the first group of doctors goes under the new treaty, progress is needed and time is coming.","With just eight weeks before the first group of doctors are moved onto the new contract, progress needs to be made and time is running out.",0.26056912234363394,88.3333333333333,3
"Chceme lepší, rychlejší a funkční službu, která nebude nikoho štvát a vyšle konkurenci signál, ať se snaží.","We want a better, faster and more functional service that will not hurt anyone and send signals to the competition.","We want better, faster and more customer-friendly service that will not annoy people and will send a signal to the competition to try harder.",0.36483898453525104,88.6666666666667,3
"Fidži začalo velkolepě, průniky Britů odráželi pro radost.","The Fiji has begun magnificently, the breaches of the British reflected for joy.","Fiji started magnificently, bouncing off GB tackles for fun.",-0.131328549989725,70.3333333333333,3
Stížností je mnoho a týkají se všeho od sporů o půdu po absolutní kontrolu moci vládnoucí koalice.,Complaints are many and concern everything from controversy over land after absolute control of the ruling coalition's power.,"The complaints are many, covering everything from land use to the governing coalition's stranglehold on power.",0.48600089669172,90.0,2
"Na základě podnětu spotřebitele na zdravotní potíže po konzumaci potraviny Losos divoký uzený - kousky 100 g, datum spotřeby 22.11.2016 provedli pražští hygienici kontrolu v prodejnách Albert na Václavském náměstí a Na Můstku.","On the basis of a consumer's inducement for health problems after consuming the food Salmon Wild Smoked - Pieces of 100g, the date of consumption 22.11.2016, the Prague hygienists checked the Albert stores on Wenceslas Square and Na Můstku.","Based on the health complaint from a consumer after eating the Wild Smoked Salmon- pieces 100 g, with the use-by date of 22.11.2016, the Prague hygienists carried out inspections of the Albert stores at Václavské náměstí and Na Můstku.",0.0351074250846635,77.0,2
"Ale někdy bych ji chtěl pohladit, obejmout a ona se nenechá.","But sometimes I want to caress her, hug and she will not be left.",Sometimes I would like to touch and hug her but she would not let me.,-0.634953519772076,56.5,2
"Návštěvou chtěl František upoutat pozornost k obchodování s lidmi a vyzvat k zesílení boje proti němu, uvedl papežův mluvčí.","Frantisek wanted to attract attention to trafficking in human beings and call for intensification of the fight against him, the Pope's spokeswoman said.","The Pope wanted to use this meeting to draw attention to human trafficking and to call for stepping up the fight against it, said the Pope's spokesman.",-0.446968981782544,66.5,4
"„Soud pro otázky voleb vyloučil Lutfura Rahmana a jeho agenta za litanii korupce a nelegálních praktik“, řekl.","""The Election Tribunal ruled out Lutfur Rahman and his agent for the litany of corruption and illegal practices,"" he said.","""The election court disqualified Lutfur Rahman and his agent for a litany of corrupt and illegal practices,"" he said.",0.471585823645964,86.6666666666667,3
"Nikdo nechce najít ve schránce lísteček se vzkazem, že si má zásilku vyzvednout na pobočce, a to nejdřív ten den po 19. hodině.","No one wants to find a ticket in the mailbox with a message saying he wants to pick up the shipment at the branch, the day after 19:00 at the earliest.","Nobody likes to find a note in their mailbox advising them to pick up their parcel at the post office branch after 19:00,",0.080740155283522,77.5,2
Na obsazovaných či opouštěných územích prováděli zvěrstva Němci i sověti.,The Germans and the Soviets carried out atrocities in the occupied or abandoned areas.,Both Germans and the Soviets carried out atrocities in the occupied or abandoned territories.,0.824473454375168,98.5,2
Jedná se tedy o důsledek nějakého boje o moc?,Is this the consequence of some power struggle?,So is this the fall-out from some kind of power struggle?,0.507535730108304,89.0,2
Olympijský oheň nesvítí na všechny soutěže stejně.,The Olympic Fire does not shine on all competitions as well.,The Olympic flame does not illuminate each event equally.,-0.8420884051809159,51.5,2
"Manželé Clintonovi loni vydělali 10,6 milionu dolarů.",Spouse Clinton last year earned $ 10.6 million.,The Clintons made 10.6 million dollars last year.,-1.3786897877438402,34.0,2
V roce 2012 připadala na Nigérii polovina všech případů obrny na světě.,"In 2012, half of all polio cases in the world were found in Nigeria.","In 2012, Nigeria accounted for half of all new polio cases in the world.",0.346614288825343,81.0,2
"Pokud by tento blog byl odvysílán jako televizní reportáž, sledovala by mě kamera, jak vyrážím do rušné ulice v Soho, oblečen do decentního šedého obleku a široce gestikuluji. Pak bych se zastavil, vytáhl ruce a řekl něco autoritativního, jako: „Tak se na to pojďme podívat.“","If this blog was broadcast as a TV report, I would watch the camera as I walk into a busy Soho street dressed in a decent gray suit and gesture wide, then stop, pull out my hands and say something authoritarian like, ""Let's look at it.""","If this blog was a televised news report, the camera would follow me as I walked down the middle of a busy Soho street, wearing a modest grey suit and gesturing wildly before stopping, cupping my hands and saying something authoritative like: ""So, let's take a look.""",0.0893077030073123,67.3333333333333,3
"Bylo to gesto, které skončilo krizí.",It was a gesture that ended in a crisis.,It was a gesture that ended a crisis.,0.7293025920178922,100.0,1
"Mluvčí uvedl, že společnost jde ovšem proti reklamním filtrům na desktopech, protože mobilní filtry reklamy na mobilní aplikace pro sociální síť a Instagram nefungují.","The spokesman said the company is opposed to desktop advertising filters, as mobile ads for mobile social networking applications and Instagram do not work.","The company is going after ad blockers on desktop however, because mobile ad blockers are not effective in Facebook's mobile apps for the social network and Instagram, a spokesperson said.",0.15587904235721806,79.0,2
"""Pro cestovní ruch obecně platí, že LGBT klientela je velmi lukrativní, zajímá se o pobyty ve vyšších cenových relacích s vysokým standardem cestovních služeb a utrácí více než ostatní,"" sdělila Petříčková.","""For tourism in general, LGBT clients are very lucrative, they are interested in stays in higher prices with a high standard of travel services and spend more than others,"" Petříčková said.","""As tourists, the LGBT clientele is very lucrative, because they enjoy luxury travel and high standard of travel services and they spend far more than anyone else"", said Ms Petříčková.",0.413332034701678,84.0,2
"Lídr v Senátu za demokratickou stranu Harry Reid říká, že je přesvědčen, že kandidátka prezidentských voleb za demokraty Hillary Clintonová nominuje soudce Merricka Garlanda do nejvyššího soudu v případě svého zvolení.",Democratic Party Senate leader Harry Reid says he is convinced that Democratic presidential candidate Hillary Clinton nominates Merrick Garland to the Supreme Court if elected.,Senate Democratic Leader Harry Reid says he is convinced that Democratic presidential candidate Hillary Clinton will nominate Judge Merrick Garland to the Supreme Court if she is elected president.,0.4817746364648229,83.5,2
"Lékař je však podle zákona oprávněn vykonávat povolání lékaře již díky absolvování potřebného vysokoškolského studia, i když za zákonem stanovených podmínek (pod odborným dohledem lékaře se specializovanou způsobilostí v příslušném oboru).","However, the doctor is legally entitled to practice as a physician by completing the necessary university studies, even under statutory conditions (under the supervision of a physician with specialized competence in the relevant field).","The doctor is, however, entitled by law to practice medicine alone on the basis of completing the relevant university studies under the conditions stipulated by law (under the expert supervision of a doctor with specialist qualifications in the relevant field).",-0.066169939963954,74.5,2
Při prostných všichni oněměli.,"In the plain, everyone was speechless.",Jaw-dropping on floor.,-0.565830627853234,51.6666666666667,3
"Upřímně lituje, že ta byla slova vyřčena, neměla se dostat do éteru.","She sincerely regrets that the words were spoken, she could not get into the ether.","We sincerely regret that these statements were made, and that they were allowed to go to air.",-1.6438418407717,27.5,2
"Soud v Lille rozhodl, že neexistuje žádný právní základ, který by lidem zabraňoval 72 provizorních obchodů provozovat, ale uvedl, že námitky prefekta Calais jsou „zcela pochopitelné“.","The Lille Court ruled that there is no legal basis to prevent 72 commercial transactions, but said the prefect's objections to Calais are ""entirely understandable.""","A Lille court ruled there was no legal basis for expelling the people running the 72 makeshift shops, but said the Calais prefect's concerns ""were totally understandable.""",0.329914789069211,80.0,2
"Nápoje byly obecně velmi oblíbené, v první desítce se jich umístilo osm.","Drinks were generally very popular, with the top ten being eight.",taking eight of the 10 top slots.,-2.84729612190762,13.5,2
"Evidentně se domnívá, že kalendář také.",She obviously thinks that the calendar also.,"Apparently he thinks the calendar is, too.",-0.0887037234522851,75.5,2
Tady dokonce odpadá časově náročnější vaření a zchlazování rýže.,There is even no time consuming cooking and cooling of rice.,which allows you to skip the more time-consuming cooking and cooling of rice.,-0.251244376120452,60.0,3
Novinka se okouká a zájem o ni začne v určitém okamžiku opadat.,The novel looks and the interest begins to fall into it at some point.,The novelty will wear off and use will subside in due course.,-1.6378130841371998,31.5,2
"Myslím hlavně u zahraničních diváků, na než je vlastně série nejvíce zaměřená.","I am thinking mainly of foreign audiences, to whom the series is the most focused.","I mainly heard from foreign viewers, who were our primary focus.",-0.5437231640564579,60.5,2
K největším protestům došlo v oblastech obývaných Amhary a Oromy.,The largest protests occurred in the areas populated by Amhara and Oroma.,The biggest protests have been in Amhara and Oromo areas.,0.6055686831868871,94.5,2
"Vývojáři se musejí neustále učit nové věci, což jednou vystudovaná vysoká škola nenahradí, říká Petr Kubačka, ředitel Monster Career CZ.","Developers need to constantly learn new things, which does not replace any university, says Petr Kubačka, director of Monster Career CZ.","Developers must constantly learn new things, which cannot be substituted by just completing a university, says Petr Kubačka, director of Monster Career CZ.",-0.06265801458945099,78.0,2
Kvalifikace nejlépe vyšla Rusům.,Qualification was best for the Russians.,The Russian team performed best in the qualification.,0.17115969074453902,72.5,2
Měl jste obavy o život?,Were you worried about life?,Were you scared for your life?,1.16596327397563,100.0,1
